,date,keyword,repeat,type,rank,ASIN,Name
88,20210628_1110_Mon,メイク落とし,try_1,SPA,5,,AUBE(オーブ) ブラシひと塗りシャドウN 11ブラウン系 +おまけ付 アイシャドウ セット 4.5g
89,20210628_1110_Mon,メイク落とし,try_1,SPA,6,B0895H4T9L,【Amazon.co.jp限定】 ビオレ パーフェクトオイル メイク落とし クレンジング セット つめかえ用210ml + ミニボトル50ml
90,20210628_1110_Mon,メイク落とし,try_1,SPA,7,,オルナ オーガニック クレンジングジェル 無添加 「 毛穴 開き 黒ずみ 用」 メイク落とし 130ｇ
91,20210628_1110_Mon,メイク落とし,try_1,SPA,8,B08CV4WK3X,メイク落とし オイル クレンジング オルナ オーガニック 200ml 「 お風呂場での メイク落としに 」「 洗顔 にも 使える 」「 コラーゲン ヒアルロン酸 ビタミンC誘導体 配合 日本製 」
92,20210628_1110_Mon,メイク落とし,try_1,SPA,9,,クレンジング メイク落としシート 【 携帯用 の メイク落とし 】 cocojitan 化粧落とし シート 大容量 40枚入り「 洗顔 機能もついた オールインワン 処方」「 メンズ 肌にも優しい５種の 無添加 」「 ｗ洗顔不要 の クレンジングシート 」
93,20210628_1110_Mon,メイク落とし,try_1,SPA,10,B07G1SZMSP,【Amazon.co.jp限定】【感謝プライス】 ドクターシーラボ フォトホワイトC 薬用ホワイトクレンジングミルクEX 150mL 特別セット [化粧落とし/メイク落とし] マイルドクレンジング成分配合 (医薬部外品) VC100エッセンスローションEX ミニ付き
94,20210628_1110_Mon,メイク落とし,try_1,SPA,11,B0811YCX7H,kikimate キキメイト クレンジングジェル メイク落とし クレンジングフォーム【W洗顔不要 まつエクOK】 毛穴汚れ 黒ずみ用 敏感肌 乾燥肌 オイルフリー 無添加 オーガニック 保湿 120g
95,20210628_1110_Mon,メイク落とし,try_1,SPA,12,B08HNH2MCZ,世田谷コスメ クリアクレンジング ジェル ココナッツ 1本 400g（約３か月分）スキンケア 無添加 乾燥ケア
96,20210628_1133_Mon,シャンプー,try_1,SPA,1,,【まとめ買い】 パンテーン ミラクルズ リッチモイスチャー ポンプ シャンプー 500ml + トリートメント 500g
97,20210628_1133_Mon,シャンプー,try_1,SPA,2,B07JDGTRQ8,シャンプー&トリートメント セット シンスボーテ 400ml オーガニック 無添加 アミノ酸 美容室専売品 ギフト
98,20210628_1133_Mon,シャンプー,try_1,SPA,3,,【セット買い】 セグレタプレミアム スパ フォーム シャンプー + コンディショナー セット (シャンプー 170g + コンディショナー 150g) クリームみたいな 炭酸 ※泡 ※炭酸ガス(噴射剤)
99,20210628_1133_Mon,シャンプー,try_1,SPA,4,B07VK3GZ7W,dot スカルプシャンプー メンズ 頭皮ケア フケ痒み予防 育毛 を サポート アミノ酸シャンプー ノンシリコン 医薬部外品200ml
100,20210628_1133_Mon,シャンプー,try_1,SPA,5,,[Amazon限定ブランド] Koloha+Plus シャンプー トリートメント ヘアオイル セット ノンシリコン アミノ酸 オーガニック シャンプー 洗い流さないトリートメント レベナオーガニック
101,20210628_1133_Mon,シャンプー,try_1,SPA,6,B08HNBTTBJ,CITRUSPA シトラスパ シャンプートリートメント&ヘアパック（スムース）
102,20210628_1133_Mon,シャンプー,try_1,SPA,7,,【セット買い】 and and エアリーピーチの香り シャンプー & スウィートジャスミンの香り トリートメント [ ノンシリコン 処方 ]
103,20210628_1133_Mon,シャンプー,try_1,SPA,8,B08KDJTCRZ,シャンプー 詰め替え ＆ トリートメント 詰め替え セット 【 プロテイン アミノ酸 配合 】 ヘアザプロテイン シャンプー ＆ トリートメント 400ml&400ml
104,20210628_1133_Mon,シャンプー,try_1,SPA,9,,ヘアザプロテイン モイスト シャンプー 460mL + トリートメント 460mL セット
105,20210628_1133_Mon,シャンプー,try_1,SPA,10,B07HRSMSWQ,＜プライムセール対象！今だけ限定１５％OFF！＞【人気No.1！自宅でサロンケア！】＜セットでお得＞ 美容液成分で洗うシャンプー！ 美容室専売品 ディアローグ アメリオレイト シャンプー トリートメント 1000mlセット＜超保湿成分高配合＞
